中国共产党,现代,八项义务,"
1) 认真学习马克思列宁主义、毛泽东思想、邓小平理论和 “三个代表”重要思想，学习党的路线、方针、政策及决议，学习党的基本知识，学习科学、文化和业务知识，努力提高为人民服务的本领。
2) 贯彻执行党的基本路线和各项方针、政策，带头参加改革开放和社会主义现代化建设，带动群众为经济发展和社会进步艰苦奋斗，在生产、工作、学习和社会生活中起先锋模范作用。
3) 坚持党和人民的利益高于一切，个人利益服从党和人民的利益，吃苦在前，享受在后，克己奉公，多做贡献。
4) 自觉遵守党的纪律，模范遵守国家的法律法规，严格保守党和国家的秘密，执行党的决定，服从组织分配，积极完成党的任务。
5) 维护党的团结和统一，对党忠诚老实，言行一致，坚决反对一切派别组织和小集团活动，反对阳奉阴违的两面派行为和一切阴谋诡计。
6) 切实开展批评和自我批评，勇于揭露和纠正工作中的缺点、错误，坚决同消极腐败现象作斗争。
7) 密切联系群众，向群众宣传党的主张，遇事同群众商量，及时向党反映群众的意见和要求，维护群众的正当利益。
8) 发扬社会主义新风尚，提倡共产主义道德，为了保护国家和人民的利益，在一切困难和危险的时刻挺身而出，英勇斗争，不怕牺牲。
",党建知识
中国共产党,现代,八项权力,"
①参加党的会议，阅读党的有关文件，接受党的教育和培养；
②在党的会议上或者在党的党报和党刊上，参加有关党的政策问题的讨论；
③对党的工作提出建议和倡议；
④在党的会议上有根据的批评任何党组织，任何党员，对党负责的揭发检举任何党组织，任何违法乱纪的党员的事实，要求处分违法乱纪的党员，要求罢免或者撤换不称职的干部；
⑤有表决权，选举权，被选举权；
⑥党组织对党员做出纪律处分或者做出鉴定，自己有权利参加和申辩，其他党员可以为他作证和辩护；
⑦如果对党的意见和政策时不同时，而又在必须执行的前提下，可以保留你的意见，而且还可以将你的意见向党的上级直至中央提出；
⑧向党的上级直至中央提出请求，申诉和控告，有关组织必须给予负责的答复。
",党建知识
入党,现代,入党流程,"
流程1：自愿提交入党申请书。积极表明自己入党的理由，并提交一份入党志申请书。
流程2：参加团课培训。需要认真上课并且参加团课结业考试，获得团课毕业证书。
流程3：参加党课培训。在学校党组织进行考察期间，按时参加党课培训。
流程4：定期撰写入党心得书。大学生参加党课培训时，会学习到很多的党课知识和理论，每个人都应该深有体会。因此需要定期向学校党组织提交入党心得体会，表达你最近学习党课的感想等，一般是一个季度提交一次。
流程5：领取党课结业证书。前面说到大学生会进行党课培训，当党课的内容结束之后，学校会安排一次小型的测试，获得党课结业证书。
流程6：成为入党积极分子。积极表现，等待转正。
流程7：政治审查。学校党组织会对这批入党积极分子进行政治审查，以调查你的身份以及确定入党的意图。
流程8：确定发展对象。会广泛听取党组织的意见，然后进行几次谈话。这样才能够确定发展对象，及时上报上级党组织。
流程9：确定入党介绍人。这时候需要至少两名入党介绍人，为你证明。介绍人可以是党员老师，也可以是党员同学，二人作为你的入党介绍人。
流程10：党组织通过，宣誓入党！经过前面长时间的铺垫和成长，你顺利通过了党组织的考核，即将成为一名共产党员，这个阶段你需要进行入党宣誓，宣誓自己志愿加入中国共产党等。这个时候你已经成为了预备党员，在经过一年时间的成长，才能正式成为一名共产党员。
",入党流程
入党,现代,直接入党,"
青年学生未参加共青团组织，能否直接申请入党，要具体情况具体分析和掌握。在一般情况下，积极要求进步的青年学生，首先要参加共青团，然后再申请加人共产党。
",入党流程
入党,现代,有宗教信仰的青年学生，能否申请入党,"
有宗教信仰的青年学生不能申请入党。这是因为，信仰宗教的人是有神论者，唯心主义者，是与中国共产党的指导思想相违背的。中国共产党是以马克思列宁主义、毛泽东思想、邓小平理论为指导思想的。共产党员是工人阶级的有共产主义觉悟的先锋战士，是无神论者，也是唯物主义者。每一位政治上要求进步的青年学生，都应该坚持马克思列宁主义、毛泽东思想和邓小平理论，信仰共产主义，热爱祖国、热爱党，而不得信仰宗教和参加宗教活动。
",入党流程
入党,现代,预备期满后,"
预备党员预备期满时，本人应主动向所在党组织提出转为正式党员的书面申请。之所以要求预备党员本人主动向党组织提交书面转正申请，是因为写转正申请，对一个预备党员来说，是郑重向党表明愿意承担一名正式党员必须承担的义务，为共产主义事业奋斗终身，随时准备为了党和人民的利益而贡献自己的一切的重要形式。这也是党组织对预备党员进行党的观念和组织观念教育和考察的重要内容。
",入党流程
入党,现代,取消预备党员,"
(1)严重违法乱纪，品质恶劣，在群众中造成很坏影响的。
(2)入党动机不纯，有严重的个人主义，屡教不改的。
(3)思想、作风不端正，严重违反准则，破坏党的纪律，在党内拨弄是非，闹不团结，经教育不改的。
(4)思想觉悟低，不履行党员义务或自愿退党的。
(5)入党后犯了严重错误，拒绝检查和改正的。
(6)延长预备期己满，仍没有转变或不够转正条件的。
(7) 其他按规定应取消预备党员资格的。
",入党流程
入党,现代,延长预备期算不算处分,"
预备党员被延长预备期，是因为其尚不具备正式党员的条件，还需继续进行考察，这同党员犯错误受到党的纪律处分是两回事。所以，延长预备期不是党纪处分。
",入党流程
入党,现代,延长预备期,"
预备党员预备期满后，仍不完全具备党员条件，需要延长预备期继续进行考察和教育的，一般有以下几种情况：入党时有某些缺点，在预备期间转变不明显，不完全具备党员条件，但本人愿意继续接受党组织的教育和考察，决心按照党员标准去做的；入党时基本具备党员条件，但入党后不能严格要求自己，思想、工作、学习等方面出现一些较严重的缺点，经党组织指出后，愿意改正的入党后犯了一般性错误，本人检查认识深刻，下决心改正错误的；入党后虽然一般表现尚好，但政治素质不强，党组织认为应该继续进行教育和考察的。
延长预备党员的预备期，同取消预备党员资格一样，都不是党的纪律处分，但必须经支部大会讨论通过，并报上级党组织批准。
",入党流程
入党,现代,交党费要求,"
党员交纳党费的基本要求主要包括三个方面：
（1）自觉。党员交纳党费应当做到自觉、主动，一般应由本人亲自交给党支部或党小组负责收缴党费的同志。
（2）按时。按照党章要求和有关规定，党员交纳党费一般应当按月交纳，不能无故拖延。如遇特殊情况，经党支部同意，可以每季度交纳一次党费。对无正当理由，连续6个月不交纳党费的，按自行脱党处理。
（3）足额。党员交纳党费应当根据个人的实际收入，按照规定的比例和标准交纳，不准隐瞒收入或减少交纳党费基数少交党费。
",入党流程
入党,现代,何时交纳党费,"
预备党员从支部大会通过其为预备党员之日起交纳党费。
",入党流程
入党,现代,收党费注意事项,"
基层党组织的组织委员或党小组长，在收缴下级党组织或党员的党费时，应当注意以下几个问题：
（1）准确核定党员交纳党费的计算基数和数额。要认真区分每一名党员的收入构成，不能图省事、嫌麻烦，笼而统之。
（2）党费的收缴必须公开、透明。收缴党员个人党费必须认真登记，作为党员个人交纳党费的凭证。党支部应当每年至少向党员公布一次党费收缴情况，接受党员的监督。
（3）手续必须完备。党小组长、组织委员和专兼职党费管理人员等党费收缴人员，在党费收缴的往来票据上，按规定要由收款人、经手人签字，立卷存档，以备查询；收缴党费要做到账账相符、账款相符。
",入党流程
入党,现代,离退休干部交党费,"
离退休干部、职工中的党员，每月以实际领取的离退休费总额或养老金总额为计算基数，5000元以下(含5000元)者按0.5%交纳党费，5000元以上者按1%交纳党费。
列入交纳党费计算基数的离退休费总额包括：离退休时计发的基本离退休费和离退休后历次按国家规定增加的基本离休费之和，以及按国家规定发放的离退休人员补贴。离退休人员补贴是指：根据国家关于规范津贴补贴的有关规定，各地各单位离退休人员普遍发放的补贴（相当于在职人员的规范津贴补贴）。对于只有部分离退休人员享受的补贴（不同时期参加革命工作的补贴、离休干部护理费、艰苦边远地区补贴等）、改革性补贴（住房提租补贴、住宅电话补贴、交通补贴等）、伤残人员抚恤金等，不列入交纳党费计算基数。
列入交纳党费计算基数的养老金总额包括：基本养老金（包括基础养老金、过渡性养老金和个人账户养老金）、企业年金和统筹外养老金。
",入党流程
入党,现代,学生交党费,"
在校就读的高中（中专）、大专、大学本科学生党员，每月交纳党费0.2元。按国家规定领取普通奖学金的硕士研究生、博士研究生中的党员，交纳党费以每月实际领取的普通奖学金为计算基数，参照《关于中国共产党党费收缴、使用和管理的规定》第二条规定执行。
",入党流程
文本,现代,入党申请书注意,"
1. 本入党申请书必须使用北方民族大学专用稿纸（方格）书面必须整洁，不能出现错别字与黑色涂鸦或污点。字数要求3500字左右。
在书写入党申请书前请写出封面，格式如下
（1）居中从上到下写出“入党申请书”
（2）在封面右下角注明学院，班级，学号，日期，姓名 。
",文本格式
文本,现代,入党申请书内容要求,"
要认真学习党章，掌握基本精神，加深对党的性质、宗旨、任务、党员的权利、义务等基本知识的理解。 要联系自己的思想实际谈对党的认识和入党动机，不要以旁观者身分一味评论别人。对党忠诚者实，向党组织反映真实思想情况。申请书要写得朴实、庄重，不要追求华丽的辞藻，夸夸其谈。对基本法正文中各部分的内容可根据自己的实际情况掌握。
",文本格式
文本,现代,入党申请书格式,"
根据党章规定，要求入党的同志必须亲自向党组织提出申请。通常情况下，申请入党的同志应写书面申请
  入党申请书的基本书写格式及内容通常如下：
  1. 标题。居中写""入党申请书""。
  2. 称谓。即申请人对党组织的称呼，一般写""敬爱的党组织""。顶格书写在标题的下一行，后面加冒号。
  3. 正文。主要内容包括：(1)对党的认识、入党动机和对待入党的态度。写这部分时应表明自己的入党愿望。(2)个人在政治、思想、学习、工作等方面的主要表现情况。(3)今后努力方向以及如何以实际行动争取入党
  4. 结尾。申请书的结尾主要表达清党组织考察的心情和愿望，一般用""请党组织在实践中考验我""或""请党组织看我的实际行动""等作为结束语。全文的结尾一般用""此致，敬礼""。
在申请书的最后，要署名和注明申请日期。一般居右书写""申请人×××""，下一行写上""××××年×月×日""。（日期为201×年10月1日到7日，任意一天均可）
",文本格式
文本,现代,思想汇报格式,"
与入党申请书相同，字数2500到3000每份。
封面：居中从上到下写出'思想汇报'，在封面右下角注明学院，班级，学号，日期，姓名
正文页：
标题：居中写'思想汇报'。
称谓：即申请人对党组织的称呼，一般写'敬爱的党组织'。顶格书写在标题的下一行，后面加冒号。
结尾：此致、敬礼；汇报人、日期等逐次排行。
",文本格式
文本,现代,个人自传格式,"
（1）居中从上到下写出“个人自传”
（2）在封面右下角注明 学院，班级，学号，日期，姓名 （注意顺序）
注：另外，为了使党组织对自己有较全面的了解，申请人可另写一个附加材料，将个人的自传，家庭成员及主要社会关系的情况写清楚。将自己的政治历史情况和奖惩情况也要写清楚。如果自己家庭成员和主要社会关系中，有人政治历史情况比较复杂，或受过刑事或其它重大处分，也应实事求是地写出。（注，个人自传不要求写“此致，敬礼”，时间，申请人，只需在封面注明即可）
",文本格式
